Recognised Vehicle Name,Brand,Model,Year,Category,Engine,Transmission,Mileage km per full tank,Hybrid,Fuel Type,Oil Consumption Km per L,Boot Space L,Airbags,Seating Capacity,Fuel Tank Capacity L,Common Errors,Similar Vehicles,Market Price LKR
Nissan Leaf 2023,Nissan,Leaf,2023,Pickup,2.4L I4,Automatic,471,No,Petrol,16.9,289,10,6,40,AC compressor failure; Turbocharger lag; Brake pad wear prematurely; Timing chain stretch; Airbag sensor warning,BMW X3; Land Rover Range Rover Sport; Audi A6,7437240.00
Subaru BRZ 2019,Subaru,BRZ,2019,Pickup,1.2L I4,Manual,811,No,Petrol,13.6,690,4,5,60,AC compressor failure; Brake pad wear prematurely; Exhaust manifold crack; Alternator failure; Power steering leak,BMW X5; Jeep Wrangler; Audi Q7,3389400.00
Mitsubishi Pajero 2024,Mitsubishi,Pajero,2024,Crossover,2.5L I4,Dual-Clutch (DCT),673,No,Petrol,11.6,709,8,2,75,Infotainment touchscreen lag; Brake pad wear prematurely; Battery degradation; Airbag sensor warning; DPF clogging (diesel),Audi A4; Chevrolet Traverse; Toyota Hilux,7064640.00
Volkswagen Touareg 2018,Volkswagen,Touareg,2018,SUV,5.0L V8,CVT,500,No,Petrol,16.3,711,10,8,65,Fuel injector clogging; Power steering leak; Exhaust manifold crack; Window regulator failure; Suspension noise,Subaru Forester; Mercedes-Benz GLE; Chevrolet Malibu,4095000.00
Toyota Corolla 2017,Toyota,Corolla,2017,Sedan,5.0L V8,Manual,671,No,Petrol,10.9,714,8,4,45,Alternator failure; Head gasket issue; Starter motor issues; Timing chain stretch; Brake pad wear prematurely,Jaguar F-Pace; Volkswagen Passat; Subaru Forester,3560040.00
Land Rover Discovery 2020,Land Rover,Discovery,2020,Hatchback,3.0L V6,8-Speed Automatic,858,No,Petrol,10.1,780,8,5,40,Turbocharger lag; Fuel injector clogging; Coolant leak; Oil leak from valve cover; Suspension noise,Kia Sorento; Toyota Hilux; BMW X7,8975520.00
Porsche Cayman 2024,Porsche,Cayman,2024,MPV,4.0L V8,Manual,483,No,Petrol,16.5,753,6,6,50,Turbocharger lag; Head gasket issue; Battery degradation; Oil leak from valve cover; Alternator failure,Audi Q3; Honda CR-V; Tesla Model X,14338800.00
Jaguar E-Pace 2019,Jaguar,E-Pace,2019,Sedan,4.0L V8,CVT,724,No,Electric,12.9,564,10,6,70,Suspension noise; Exhaust manifold crack; Hybrid battery cell imbalance; Turbocharger lag; Transmission jerking,Volkswagen Golf; Honda Accord; Honda Fit,9270360.00
Volkswagen Polo 2012,Volkswagen,Polo,2012,Convertible,1.6L I4,6-Speed Automatic,562,No,Petrol,17.4,655,6,5,45,Starter motor issues; Turbocharger lag; Suspension noise; DPF clogging (diesel); Window regulator failure,Jaguar XE; Jeep Compass; Nissan Altima,1792800.00
Toyota Camry 2011,Toyota,Camry,2011,Sedan,1.4L I4,8-Speed Automatic,842,No,Petrol,11.9,286,10,4,90,Head gasket issue; Suspension noise; Hybrid battery cell imbalance; Exhaust manifold crack; Starter motor issues,Kia Cerato; Volkswagen ID.4; Porsche Cayman,997560.00
Porsche Cayman 2018,Porsche,Cayman,2018,Sports,1.8L I4,6-Speed Automatic,413,No,Petrol,15.1,648,6,8,45,DPF clogging (diesel); Power steering leak; Starter motor issues; Transmission jerking; Timing chain stretch,Chevrolet Corvette; Land Rover Range Rover Sport; Mazda 3,5217840.00
Honda Insight 2019,Honda,Insight,2019,Convertible,Electric Dual Motor,8-Speed Automatic,559,No,Diesel,,628,10,2,,Battery degradation; Coolant leak; Turbocharger lag; Alternator failure; Timing chain stretch,Subaru Forester; Mercedes-Benz GLE; Ford Explorer,4613400.00
Porsche Taycan 2021,Porsche,Taycan,2021,Convertible,4.0L V8,CVT,454,Yes,Petrol,13.1,731,10,7,90,Timing chain stretch; Window regulator failure; Battery degradation; Hybrid battery cell imbalance; Exhaust manifold crack,Porsche Panamera; Chevrolet Tahoe; Tesla Model Y,10014120.00
Toyota Supra 2003,Toyota,Supra,2003,Sports,2.5L I4,Dual-Clutch (DCT),459,No,Petrol,11.5,551,8,4,80,Power steering leak; Battery degradation; Airbag sensor warning; Alternator failure; Window regulator failure,Volvo XC40; Kia Stinger; Honda Accord,1661040.00
Hyundai Elantra 2025,Hyundai,Elantra,2025,Coupe,1.5L I4,Manual,731,No,Diesel,17.3,449,10,4,80,Suspension noise; Infotainment touchscreen lag; Coolant leak; DPF clogging (diesel); Window regulator failure,Jeep Cherokee; BMW 3 Series; Land Rover Defender,8963640.00
Subaru Impreza 2023,Subaru,Impreza,2023,Convertible,2.0L I4,Dual-Clutch (DCT),599,Yes,Petrol,10.8,264,10,2,80,Suspension noise; Battery degradation; Infotainment touchscreen lag; Brake pad wear prematurely; Window regulator failure,Volkswagen Touareg; Porsche 911; Jaguar E-Pace,6118200.00
Kia Carnival 2019,Kia,Carnival,2019,Hatchback,4.0L V8,8-Speed Automatic,578,No,Petrol,9.7,504,10,7,45,Starter motor issues; Infotainment touchscreen lag; Alternator failure; Timing chain stretch; Transmission jerking,Mercedes-Benz A-Class; Mazda 3; Chevrolet Equinox,3018960.00
Volvo XC40 2013,Volvo,XC40,2013,Convertible,1.6L I4,8-Speed Automatic,616,No,Petrol,14.9,377,10,4,75,Transmission jerking; Starter motor issues; Suspension noise; Infotainment touchscreen lag; Window regulator failure,Ford Ranger; Subaru Forester; Toyota RAV4,3410640.00
Jeep Renegade 2023,Jeep,Renegade,2023,Sports,Electric Dual Motor,8-Speed Automatic,593,No,Diesel,,575,10,2,,Window regulator failure; Coolant leak; Brake pad wear prematurely; DPF clogging (diesel); Alternator failure,Volkswagen Golf; Hyundai Ioniq; Toyota Corolla Cross,6652440.00
Jeep Cherokee 2011,Jeep,Cherokee,2011,Hatchback,1.4L I4,Dual-Clutch (DCT),797,No,Petrol,15.4,559,10,8,70,Suspension noise; Starter motor issues; Brake pad wear prematurely; Coolant leak; Oil leak from valve cover,Subaru Impreza; Jaguar I-Pace; Hyundai Sonata,1701000.00
Land Rover Range Rover Sport 2018,Land Rover,Range Rover Sport,2018,Convertible,2.4L I4,6-Speed Automatic,592,No,Petrol,16.8,295,8,7,60,Battery degradation; Window regulator failure; Power steering leak; Infotainment touchscreen lag; AC compressor failure,Honda Odyssey; Volvo XC90; Subaru Forester,6755760.00
Hyundai Sonata 2024,Hyundai,Sonata,2024,SUV,1.6L I4,6-Speed Automatic,435,No,Petrol,14.5,650,6,8,55,Starter motor issues; DPF clogging (diesel); Window regulator failure; Brake pad wear prematurely; Turbocharger lag,Chevrolet Malibu; Nissan Pathfinder; Mazda CX-30,8373600.00
Mitsubishi Pajero 2012,Mitsubishi,Pajero,2012,Convertible,1.4L I4,CVT,773,No,Petrol,10.4,644,2,6,90,Airbag sensor warning; Oil leak from valve cover; Transmission jerking; Suspension noise; Alternator failure,Chevrolet Malibu; Toyota RAV4; Mercedes-Benz E-Class,405000.00
Land Rover Velar 2016,Land Rover,Velar,2016,Coupe,2.4L I4,Automatic,464,No,Diesel,15.3,320,2,5,70,Fuel injector clogging; Head gasket issue; Turbocharger lag; Airbag sensor warning; Coolant leak,Volvo XC60; Porsche Taycan; Subaru Outback,4494960.00
Ford Edge 2018,Ford,Edge,2018,SUV,1.8L I4,CVT,530,No,Diesel,14.7,318,4,8,80,AC compressor failure; Oil leak from valve cover; Airbag sensor warning; Timing chain stretch; Exhaust manifold crack,Subaru BRZ; Mazda CX-30; Chevrolet Corvette,3988800.00
Mitsubishi Pajero 2022,Mitsubishi,Pajero,2022,Sedan,1.0L I3,CVT,788,No,Diesel,15.3,306,4,7,55,DPF clogging (diesel); Power steering leak; Oil leak from valve cover; Starter motor issues; Fuel injector clogging,Ford Explorer; Audi Q3; Jaguar XJ,5081400.00
Mazda CX-5 2011,Mazda,CX-5,2011,Hatchback,Electric Motor (single),6-Speed Automatic,348,No,Diesel,,603,2,7,,Exhaust manifold crack; Oil leak from valve cover; DPF clogging (diesel); Starter motor issues; Timing chain stretch,Volkswagen Tiguan; Kia Sorento; Mazda MX-5,1064880.00
Kia Stinger 2014,Kia,Stinger,2014,Hatchback,2.4L I4,Automatic,883,No,Diesel,13.8,359,2,4,75,Window regulator failure; Infotainment touchscreen lag; DPF clogging (diesel); Alternator failure; Battery degradation,BMW X7; Volvo XC40; Kia Cerato,3057480.00
Jeep Renegade 2017,Jeep,Renegade,2017,Crossover,2.2L I4 Turbo,Manual,452,No,Petrol,8.1,427,4,4,70,Battery degradation; Turbocharger lag; Fuel injector clogging; Exhaust manifold crack; AC compressor failure,BMW X1; Volvo S90; Nissan Navara,1431720.00
Ford Escape 2018,Ford,Escape,2018,SUV,4.0L V8,CVT,490,No,Petrol,15.4,567,10,2,65,Exhaust manifold crack; Airbag sensor warning; Starter motor issues; Brake pad wear prematurely; Power steering leak,Kia Sorento; Mercedes-Benz G-Class; Porsche 911,4196520.00
Honda Pilot 2022,Honda,Pilot,2022,Hatchback,4.0L V8,8-Speed Automatic,572,No,Petrol,9.6,647,8,8,65,Suspension noise; Coolant leak; Battery degradation; Timing chain stretch; Airbag sensor warning,Kia Sportage; Hyundai Ioniq; Chevrolet Silverado,5922720.00
Porsche Taycan 2024,Porsche,Taycan,2024,Crossover,2.2L I4 Turbo,Automatic,437,No,Petrol,8.2,467,2,2,65,Suspension noise; Hybrid battery cell imbalance; Airbag sensor warning; Turbocharger lag; Head gasket issue,Mitsubishi Eclipse Cross; Toyota Supra; Land Rover Discovery,14046480.00
Mercedes-Benz GLS 2013,Mercedes-Benz,GLS,2013,Hatchback,1.8L I4,Manual,569,No,Petrol,15,753,6,8,60,Transmission jerking; Timing chain stretch; Alternator failure; Oil leak from valve cover; Hybrid battery cell imbalance,Porsche 911; Chevrolet Corvette; Ford Ranger,3269880.00
Mazda CX-30 2021,Mazda,CX-30,2021,Pickup,Electric Dual Motor,8-Speed Automatic,453,Yes,Diesel,,235,10,7,,Head gasket issue; Exhaust manifold crack; Starter motor issues; Alternator failure; Window regulator failure,Mercedes-Benz S-Class; BMW i4; BMW 7 Series,4487760.00
Jaguar E-Pace 2016,Jaguar,E-Pace,2016,Convertible,5.0L V8,Manual,476,No,Petrol,15.6,302,2,7,45,Transmission jerking; Coolant leak; Battery degradation; DPF clogging (diesel); Fuel injector clogging,Mitsubishi ASX; Mitsubishi Outlander; Ford F-150,4161240.00
Mercedes-Benz S-Class 2012,Mercedes-Benz,S-Class,2012,Convertible,1.6L I4,8-Speed Automatic,419,No,Diesel,14.9,250,8,5,65,AC compressor failure; Infotainment touchscreen lag; Transmission jerking; Coolant leak; Fuel injector clogging,Porsche 911; Nissan Leaf; Audi Q3,3723840.00
Chevrolet Malibu 2023,Chevrolet,Malibu,2023,MPV,Electric Motor (single),CVT,513,No,Electric,,392,8,4,,DPF clogging (diesel); Power steering leak; Head gasket issue; Battery degradation; Oil leak from valve cover,Mercedes-Benz E-Class; Ford Edge; Kia Sorento,8927640.00
Tesla Model Y 2019,Tesla,Model Y,2019,Crossover,Electric Motor (single),Automatic,582,No,Electric,,464,2,5,,AC compressor failure; Hybrid battery cell imbalance; Oil leak from valve cover; Suspension noise; Brake pad wear prematurely,Audi A6; BMW X5; Volkswagen Arteon,10115640.00
Toyota Corolla Cross 2021,Toyota,Corolla Cross,2021,SUV,3.5L V6,8-Speed Automatic,552,No,Petrol,11.4,483,6,5,60,Transmission jerking; Brake pad wear prematurely; Starter motor issues; Head gasket issue; Timing chain stretch,Jeep Cherokee; Kia Stinger; Chevrolet Equinox,4849920.00
Land Rover Range Rover 2020,Land Rover,Range Rover,2020,Pickup,1.4L I4,Dual-Clutch (DCT),656,No,Petrol,13.3,623,2,4,50,Brake pad wear prematurely; Infotainment touchscreen lag; DPF clogging (diesel); Window regulator failure; Starter motor issues,Mercedes-Benz A-Class; Honda HR-V; Mitsubishi Mirage,7400520.00
Kia Sportage 2010,Kia,Sportage,2010,Crossover,1.2L I4,Manual,540,No,Diesel,13.8,362,8,2,50,Airbag sensor warning; DPF clogging (diesel); Exhaust manifold crack; Hybrid battery cell imbalance; Coolant leak,Mazda CX-30; Toyota Camry; Ford F-150,1473480.00
Mitsubishi Outlander 2023,Mitsubishi,Outlander,2023,Coupe,3.5L V6,Manual,787,No,Petrol,14.8,454,4,8,65,Transmission jerking; Starter motor issues; Alternator failure; Hybrid battery cell imbalance; Airbag sensor warning,Ford Edge; Ford Explorer; Hyundai Ioniq,6274800.00
Hyundai Santa Fe 2023,Hyundai,Santa Fe,2023,SUV,3.0L V6,Dual-Clutch (DCT),575,No,Petrol,15.5,368,8,2,55,Timing chain stretch; Starter motor issues; Brake pad wear prematurely; AC compressor failure; Suspension noise,Subaru BRZ; Ford F-150; Mazda 6,7120440.00
Volkswagen ID.4 2017,Volkswagen,ID.4,2017,Sedan,1.2L I4,8-Speed Automatic,738,No,Diesel,8.5,318,8,6,70,Alternator failure; Coolant leak; Fuel injector clogging; Power steering leak; Starter motor issues,Toyota RAV4; Kia Cerato; Land Rover Range Rover Sport,1847520.00
Nissan Juke 2019,Nissan,Juke,2019,Hatchback,1.6L I4,Dual-Clutch (DCT),661,No,Petrol,9.1,308,8,4,90,Brake pad wear prematurely; Fuel injector clogging; Head gasket issue; Airbag sensor warning; Battery degradation,Jeep Compass; Hyundai Ioniq; Mercedes-Benz S-Class,4748400.00
Tesla Model S 2021,Tesla,Model S,2021,Crossover,1.6L I4,Dual-Clutch (DCT),457,No,Petrol,8.6,521,2,8,80,Exhaust manifold crack; Airbag sensor warning; Timing chain stretch; Infotainment touchscreen lag; Alternator failure,Volkswagen Golf; Mitsubishi ASX; Subaru Impreza,11831400.00
Subaru WRX 2017,Subaru,WRX,2017,SUV,1.2L I4,Manual,658,No,Diesel,16.7,276,8,5,55,Infotainment touchscreen lag; Fuel injector clogging; Oil leak from valve cover; Head gasket issue; Timing chain stretch,Mazda 6; Jeep Cherokee; Audi Q5,3723480.00
Honda Insight 2014,Honda,Insight,2014,Crossover,Electric Motor (single),Manual,461,No,Petrol,,218,2,6,,DPF clogging (diesel); Oil leak from valve cover; Coolant leak; AC compressor failure; Turbocharger lag,Kia Cerato; Porsche Taycan; BMW X7,3120840.00
Ford Explorer 2015,Ford,Explorer,2015,Convertible,1.6L I4,6-Speed Automatic,454,No,Petrol,9.2,602,4,6,55,Infotainment touchscreen lag; Alternator failure; DPF clogging (diesel); Oil leak from valve cover; Exhaust manifold crack,Volvo XC40; Volvo XC90; Porsche Cayenne,3328560.00
Kia Seltos 2014,Kia,Seltos,2014,Convertible,1.6L I4,Automatic,708,No,Petrol,11,760,6,8,80,Brake pad wear prematurely; Airbag sensor warning; Exhaust manifold crack; Transmission jerking; Battery degradation,Chevrolet Silverado; Mercedes-Benz G-Class; Porsche Macan,2768760.00
Mitsubishi Mirage 2020,Mitsubishi,Mirage,2020,Hatchback,3.0L V6,6-Speed Automatic,789,No,Petrol,13.7,627,10,5,70,AC compressor failure; Head gasket issue; Alternator failure; Airbag sensor warning; Hybrid battery cell imbalance,Ford Ranger; Ford Focus; BMW X3,3701520.00
Volkswagen ID.4 2025,Volkswagen,ID.4,2025,MPV,1.8L I4,CVT,474,No,Petrol,11,754,2,5,75,Alternator failure; Coolant leak; Timing chain stretch; Hybrid battery cell imbalance; Exhaust manifold crack,Hyundai Kona; Ford Escape; Mazda CX-3,7986600.00
Subaru Outback 2025,Subaru,Outback,2025,Sedan,3.0L V6,8-Speed Automatic,406,No,Petrol,16.7,653,4,8,65,Exhaust manifold crack; Coolant leak; Brake pad wear prematurely; Airbag sensor warning; Transmission jerking,Mercedes-Benz G-Class; Honda CR-V; BMW 3 Series,9603360.00
Mercedes-Benz G-Class 2016,Mercedes-Benz,G-Class,2016,Sedan,1.5L I4,Dual-Clutch (DCT),619,No,Petrol,9.6,461,2,5,75,Starter motor issues; Oil leak from valve cover; Airbag sensor warning; Infotainment touchscreen lag; Exhaust manifold crack,Kia Cerato; Porsche 911; Subaru Outback,5313240.00
Honda Pilot 2016,Honda,Pilot,2016,Sports,2.2L I4 Turbo,Automatic,434,No,Petrol,13.4,613,2,5,55,Brake pad wear prematurely; Infotainment touchscreen lag; Exhaust manifold crack; Battery degradation; Transmission jerking,Jaguar E-Pace; Mitsubishi Pajero; Toyota RAV4,2008440.00
Nissan GT-R 2014,Nissan,GT-R,2014,Pickup,2.2L I4 Turbo,6-Speed Automatic,890,Yes,Diesel,11.8,316,8,5,80,Transmission jerking; AC compressor failure; Head gasket issue; Battery degradation; Window regulator failure,Ford Explorer; Hyundai Ioniq; BMW X1,2221200.00
Mitsubishi Eclipse Cross 2020,Mitsubishi,Eclipse Cross,2020,Hatchback,1.4L I4,CVT,528,No,Petrol,12.9,538,6,4,55,Alternator failure; Transmission jerking; Turbocharger lag; Brake pad wear prematurely; Infotainment touchscreen lag,Volvo V60; Kia EV6; Kia Cerato,4705920.00
Ford Escape 2024,Ford,Escape,2024,Hatchback,Electric Dual Motor,Automatic,489,No,Diesel,,411,10,5,,Hybrid battery cell imbalance; Power steering leak; Window regulator failure; Oil leak from valve cover; Head gasket issue,Kia Carnival; Nissan Maxima; Jaguar XJ,8842320.00
Volkswagen ID.4 2023,Volkswagen,ID.4,2023,Sports,2.4L I4,8-Speed Automatic,691,No,Petrol,11.7,279,10,5,70,Timing chain stretch; Head gasket issue; Hybrid battery cell imbalance; Battery degradation; Exhaust manifold crack,Mitsubishi ASX; Toyota Camry; Porsche Macan,5917680.00
Chevrolet Equinox 2005,Chevrolet,Equinox,2005,Sports,2.2L I4 Turbo,Manual,729,No,Petrol,9.6,321,4,6,65,Alternator failure; Power steering leak; Exhaust manifold crack; Coolant leak; Brake pad wear prematurely,Mercedes-Benz S-Class; Jeep Renegade; Toyota Land Cruiser,1370520.00
Audi A3 2004,Audi,A3,2004,Sports,1.8L I4,Automatic,420,No,Petrol,9.7,384,10,6,90,Exhaust manifold crack; AC compressor failure; Transmission jerking; Turbocharger lag; Brake pad wear prematurely,Mitsubishi Outlander; Mitsubishi ASX; Mercedes-Benz GLE,1137960.00
Audi Q7 2019,Audi,Q7,2019,SUV,1.6L I4,8-Speed Automatic,719,No,Petrol,15.2,550,8,7,90,Turbocharger lag; Timing chain stretch; Hybrid battery cell imbalance; Coolant leak; Starter motor issues,Toyota Hilux; BMW X3; Jaguar XJ,6626160.00
Volvo XC90 2013,Volvo,XC90,2013,Hatchback,1.6L I4,8-Speed Automatic,490,No,Petrol,8.4,744,10,2,45,Power steering leak; Starter motor issues; Coolant leak; AC compressor failure; DPF clogging (diesel),Land Rover Range Rover; Subaru BRZ; Ford Explorer,3123360.00
Volvo XC40 2007,Volvo,XC40,2007,Coupe,Electric Dual Motor,Dual-Clutch (DCT),594,No,Electric,,460,8,4,,Turbocharger lag; Transmission jerking; Coolant leak; DPF clogging (diesel); Fuel injector clogging,Toyota Camry; Jaguar XJ; Nissan GT-R,923400.00
Volvo S60 2012,Volvo,S60,2012,Coupe,2.0L I4,6-Speed Automatic,609,No,Petrol,14.5,459,6,7,70,Exhaust manifold crack; Battery degradation; Fuel injector clogging; Hybrid battery cell imbalance; Brake pad wear prematurely,Mitsubishi ASX; Mercedes-Benz G-Class; Subaru BRZ,2457000.00
Mitsubishi ASX 2015,Mitsubishi,ASX,2015,Coupe,2.4L I4,CVT,796,No,Petrol,16.5,321,4,6,50,Alternator failure; Brake pad wear prematurely; Head gasket issue; Hybrid battery cell imbalance; Infotainment touchscreen lag,Ford Ranger; Mercedes-Benz E-Class; Mazda CX-30,3413160.00
Toyota Camry 2004,Toyota,Camry,2004,Sedan,Electric Dual Motor,8-Speed Automatic,332,No,Petrol,,281,10,2,,Hybrid battery cell imbalance; Airbag sensor warning; Head gasket issue; Transmission jerking; Oil leak from valve cover,Mercedes-Benz G-Class; Porsche Cayman; Volvo S60,1857600.00
Toyota Prius 2021,Toyota,Prius,2021,Hatchback,2.5L I4,Automatic,801,Yes,Petrol,13.2,437,10,4,40,Battery degradation; Timing chain stretch; AC compressor failure; Suspension noise; Turbocharger lag,Jeep Grand Cherokee; Subaru Forester; Jeep Wrangler,4791600.00
Subaru Legacy 2006,Subaru,Legacy,2006,Hatchback,1.0L I3,6-Speed Automatic,870,No,Petrol,16.3,796,6,5,60,Timing chain stretch; Brake pad wear prematurely; Window regulator failure; Hybrid battery cell imbalance; AC compressor failure,Mercedes-Benz GLS; Jeep Compass; Porsche Cayenne,459720.00
Nissan Altima 2016,Nissan,Altima,2016,Hatchback,2.5L I4,CVT,811,No,Petrol,13.4,788,6,8,75,Hybrid battery cell imbalance; Exhaust manifold crack; Power steering leak; Timing chain stretch; Infotainment touchscreen lag,Volvo XC90; Toyota Supra; Mitsubishi ASX,3651480.00
Nissan Juke 2002,Nissan,Juke,2002,Pickup,4.0L V8,6-Speed Automatic,746,No,Diesel,12.1,561,10,7,40,Fuel injector clogging; Timing chain stretch; Transmission jerking; Turbocharger lag; Hybrid battery cell imbalance,Tesla Model Y; Honda CR-V; Mercedes-Benz A-Class,1480680.00
Land Rover Velar 2011,Land Rover,Velar,2011,MPV,2.0L I4,8-Speed Automatic,493,No,Petrol,17.1,710,4,4,55,Fuel injector clogging; Brake pad wear prematurely; Timing chain stretch; Exhaust manifold crack; Coolant leak,Subaru Forester; Chevrolet Corvette; Nissan Maxima,3411000.00
Nissan Altima 2021,Nissan,Altima,2021,Sedan,Electric Dual Motor,8-Speed Automatic,577,No,Petrol,,580,10,5,,Power steering leak; Exhaust manifold crack; Fuel injector clogging; Airbag sensor warning; Suspension noise,Porsche Taycan; Hyundai Tucson; Jeep Wrangler,6231600.00
Audi A6 2001,Audi,A6,2001,Sports,5.0L V8,Dual-Clutch (DCT),416,No,Petrol,14.9,378,8,2,80,Window regulator failure; Infotainment touchscreen lag; AC compressor failure; Coolant leak; Brake pad wear prematurely,Nissan Leaf; Kia EV6; Subaru Legacy,726480.00
Jaguar XJ 2005,Jaguar,XJ,2005,MPV,2.4L I4,Automatic,641,No,Petrol,9.8,634,4,6,65,Battery degradation; Hybrid battery cell imbalance; Fuel injector clogging; Window regulator failure; Suspension noise,Chevrolet Silverado; Audi A8; Nissan Leaf,1592640.00
Volkswagen ID.4 2007,Volkswagen,ID.4,2007,Pickup,5.0L V8,Dual-Clutch (DCT),474,No,Petrol,12.7,209,4,6,75,Starter motor issues; Head gasket issue; Coolant leak; Infotainment touchscreen lag; Power steering leak,Volkswagen Polo; Ford Escape; Jeep Wrangler,550440.00
Nissan Maxima 2001,Nissan,Maxima,2001,Crossover,2.0L I4,CVT,829,No,Petrol,11.3,569,6,7,80,Fuel injector clogging; Battery degradation; AC compressor failure; DPF clogging (diesel); Alternator failure,BMW X3; Mercedes-Benz G-Class; Hyundai Santa Fe,497160.00
